,date,cancelledOn,createdOn
1788,2020-01-05,2019-12-01,2019-10-24
1789,2020-01-06,2019-12-01,2019-10-24
1790,2020-01-07,2019-12-01,2019-10-24
1791,2020-01-08,2019-12-01,2019-10-24
1792,2020-01-05,2019-12-31,2019-12-07
1793,2020-01-06,2019-12-31,2019-12-07
1794,2020-01-05,2020-01-01,2019-12-31
1795,2020-01-06,2019-11-27,2019-08-30
1796,2020-01-06,2019-11-27,2019-08-30
1797,2020-01-06,2019-11-27,2019-08-30
1798,2020-01-06,2019-12-30,2019-12-23
1799,2020-01-07,2019-12-30,2019-12-23
1800,2020-01-08,2019-12-30,2019-12-23
1801,2020-01-07,2019-09-12,2019-09-05
1802,2020-01-07,2019-09-12,2019-09-05
1803,2020-01-07,2019-09-12,2019-09-05
1804,2020-01-07,2019-09-12,2019-09-05
1805,2020-01-07,2019-11-27,2019-09-12
1806,2020-01-07,2019-11-27,2019-09-12
1807,2020-01-07,2019-11-27,2019-09-12
1808,2020-01-07,2019-11-27,2019-09-12
1809,2020-01-07,2019-12-02,2019-11-24
1810,2020-01-08,2019-12-02,2019-11-24
1811,2020-01-09,2019-12-02,2019-11-24
1812,2020-01-10,2019-12-02,2019-11-24
1813,2020-01-11,2019-12-02,2019-11-24
1814,2020-01-12,2019-12-02,2019-11-24
1815,2020-01-07,2019-12-02,2019-11-24
1816,2020-01-08,2019-12-02,2019-11-24
1817,2020-01-09,2019-12-02,2019-11-24
1818,2020-01-10,2019-12-02,2019-11-24
1819,2020-01-11,2019-12-02,2019-11-24
1820,2020-01-12,2019-12-02,2019-11-24
1821,2020-01-07,2019-12-17,2019-12-10
1822,2020-01-08,2019-12-17,2019-12-10
1823,2020-01-09,2019-12-17,2019-12-10
1824,2020-01-08,2019-11-29,2019-11-19
1825,2020-01-09,2019-11-29,2019-11-19
1826,2020-01-10,2019-11-29,2019-11-19
1827,2020-01-08,2019-11-29,2019-11-19
1828,2020-01-09,2019-11-29,2019-11-19
1829,2020-01-10,2019-11-29,2019-11-19
1830,2020-01-08,2019-11-29,2019-11-19
1831,2020-01-09,2019-11-29,2019-11-19
1832,2020-01-10,2019-11-29,2019-11-19
1833,2020-01-08,2020-01-03,2020-01-02
1834,2020-01-09,2020-01-03,2020-01-02
1835,2020-01-09,2019-11-23,2019-10-16
1836,2020-01-10,2019-11-23,2019-10-16
1837,2020-01-09,2019-11-23,2019-10-16
1838,2020-01-10,2019-11-23,2019-10-16
1839,2020-01-09,2019-11-23,2019-10-16
1840,2020-01-10,2019-11-23,2019-10-16
1841,2020-01-09,2020-01-03,2019-12-22
1842,2020-01-10,2020-01-03,2019-12-22
1843,2020-01-11,2020-01-03,2019-12-22
1844,2020-01-09,2020-01-02,2019-12-31
1845,2020-01-10,2020-01-02,2019-12-31
1846,2020-01-11,2020-01-02,2019-12-31
1847,2020-01-09,2020-01-08,2019-12-10
1848,2020-01-10,2019-08-11,2019-07-23
1849,2020-01-11,2019-08-11,2019-07-23
1850,2020-01-10,2019-08-11,2019-07-23
1851,2020-01-11,2019-08-11,2019-07-23
1852,2020-01-10,2019-08-11,2019-07-23
1853,2020-01-11,2019-08-11,2019-07-23
1854,2020-01-10,2019-08-11,2019-07-23
1855,2020-01-11,2019-08-11,2019-07-23
1856,2020-01-10,2019-08-11,2019-07-23
1857,2020-01-11,2019-08-11,2019-07-23
1858,2020-01-10,2019-08-11,2019-07-23
1859,2020-01-11,2019-08-11,2019-07-23
1860,2020-01-10,2019-08-11,2019-07-23
1861,2020-01-11,2019-08-11,2019-07-23
1862,2020-01-10,2019-08-11,2019-07-23
1863,2020-01-11,2019-08-11,2019-07-23
1864,2020-01-10,2019-08-11,2019-07-23
1865,2020-01-11,2019-08-11,2019-07-23
1866,2020-01-10,2020-01-09,2019-12-17
1867,2020-01-10,2019-12-24,2019-12-09
1868,2020-01-11,2019-12-24,2019-12-09
1869,2020-01-12,2019-12-24,2019-12-09
1870,2020-01-10,2019-12-24,2019-12-09
1871,2020-01-11,2019-12-24,2019-12-09
1872,2020-01-12,2019-12-24,2019-12-09
1873,2020-01-10,2020-01-05,2019-12-19
1874,2020-01-10,2020-01-05,2019-12-31
1875,2020-01-11,2020-01-05,2019-12-31
1876,2020-01-10,2020-01-05,2019-12-19
1877,2020-01-10,2020-01-10,2020-01-03
1878,2020-01-11,2020-01-11,2020-01-03
1879,2020-01-11,2019-10-29,2019-10-05
1880,2020-01-11,2019-10-29,2019-10-05
1881,2020-01-11,2019-10-29,2019-10-05
1882,2020-01-11,2019-10-29,2019-10-05
1883,2020-01-11,2019-11-09,2019-10-28
1884,2020-01-11,2019-11-09,2019-10-28
1885,2020-01-11,2019-11-09,2019-10-28
1886,2020-01-11,2019-11-09,2019-10-28
1887,2020-01-11,2019-11-09,2019-10-28
1888,2020-01-11,2019-11-10,2019-10-29
1889,2020-01-11,2019-11-10,2019-10-29
1890,2020-01-11,2019-11-10,2019-10-29
1891,2020-01-11,2019-11-23,2019-11-10
1892,2020-01-11,2020-01-06,2020-01-04
1893,2020-01-11,2020-01-05,2019-04-12
1894,2020-01-12,2020-01-05,2019-04-12
1895,2020-01-13,2020-01-05,2019-04-12
1896,2020-01-14,2020-01-05,2019-04-12
1897,2020-01-15,2020-01-05,2019-04-12
1898,2020-01-16,2020-01-05,2019-04-12
1899,2020-01-17,2020-01-05,2019-04-12
1900,2020-01-11,2020-01-08,2019-04-12
1901,2020-01-12,2020-01-08,2019-04-12
1902,2020-01-13,2020-01-08,2019-04-12
1903,2020-01-14,2020-01-08,2019-04-12
1904,2020-01-15,2020-01-08,2019-04-12
1905,2020-01-16,2020-01-08,2019-04-12
1906,2020-01-17,2020-01-08,2019-04-12
1907,2020-01-12,2019-12-08,2019-04-08
1908,2020-01-13,2019-12-08,2019-04-08
1909,2020-01-14,2019-12-08,2019-04-08
1910,2020-01-15,2019-12-08,2019-04-08
1911,2020-01-16,2019-12-08,2019-04-08
1912,2020-01-17,2019-12-08,2019-04-08
1913,2020-01-18,2019-12-08,2019-04-08
1914,2020-01-12,2019-12-08,2019-04-08
1915,2020-01-13,2019-12-08,2019-04-08
1916,2020-01-14,2019-12-08,2019-04-08
1917,2020-01-15,2019-12-08,2019-04-08
1918,2020-01-16,2019-12-08,2019-04-08
1919,2020-01-17,2019-12-08,2019-04-08
1920,2020-01-18,2019-12-08,2019-04-08
1921,2020-01-12,2019-12-08,2019-04-08
1922,2020-01-13,2019-12-08,2019-04-08
1923,2020-01-14,2019-12-08,2019-04-08
1924,2020-01-15,2019-12-08,2019-04-08
1925,2020-01-16,2019-12-08,2019-04-08
1926,2020-01-17,2019-12-08,2019-04-08
1927,2020-01-18,2019-12-08,2019-04-08
1928,2020-01-12,2019-12-08,2019-04-08
1929,2020-01-13,2019-12-08,2019-04-08
1930,2020-01-14,2019-12-08,2019-04-08
1931,2020-01-15,2019-12-08,2019-04-08
1932,2020-01-16,2019-12-08,2019-04-08
1933,2020-01-17,2019-12-08,2019-04-08
1934,2020-01-18,2019-12-08,2019-04-08
1935,2020-01-12,2019-12-08,2019-04-08
1936,2020-01-13,2019-12-08,2019-04-08
1937,2020-01-14,2019-12-08,2019-04-08
1938,2020-01-15,2019-12-08,2019-04-08
1939,2020-01-16,2019-12-08,2019-04-08
1940,2020-01-17,2019-12-08,2019-04-08
1941,2020-01-18,2019-12-08,2019-04-08
1942,2020-01-12,2019-12-08,2019-04-08
1943,2020-01-13,2019-12-08,2019-04-08
1944,2020-01-14,2019-12-08,2019-04-08
1945,2020-01-15,2019-12-08,2019-04-08
1946,2020-01-16,2019-12-08,2019-04-08
1947,2020-01-17,2019-12-08,2019-04-08
1948,2020-01-18,2019-12-08,2019-04-08
1949,2020-01-12,2019-12-08,2019-04-08
1950,2020-01-13,2019-12-08,2019-04-08
1951,2020-01-14,2019-12-08,2019-04-08
1952,2020-01-15,2019-12-08,2019-04-08
1953,2020-01-16,2019-12-08,2019-04-08
1954,2020-01-17,2019-12-08,2019-04-08
1955,2020-01-18,2019-12-08,2019-04-08
1956,2020-01-12,2019-12-08,2019-04-08
1957,2020-01-13,2019-12-08,2019-04-08
1958,2020-01-14,2019-12-08,2019-04-08
1959,2020-01-15,2019-12-08,2019-04-08
1960,2020-01-16,2019-12-08,2019-04-08
1961,2020-01-17,2019-12-08,2019-04-08
1962,2020-01-18,2019-12-08,2019-04-08
1963,2020-01-12,2019-12-08,2019-04-08
1964,2020-01-13,2019-12-08,2019-04-08
1965,2020-01-14,2019-12-08,2019-04-08
1966,2020-01-15,2019-12-08,2019-04-08
1967,2020-01-16,2019-12-08,2019-04-08
1968,2020-01-17,2019-12-08,2019-04-08
1969,2020-01-18,2019-12-08,2019-04-08
1970,2020-01-12,2019-12-08,2019-04-08
1971,2020-01-13,2019-12-08,2019-04-08
1972,2020-01-14,2019-12-08,2019-04-08
1973,2020-01-15,2019-12-08,2019-04-08
1974,2020-01-16,2019-12-08,2019-04-08
1975,2020-01-17,2019-12-08,2019-04-08
1976,2020-01-18,2019-12-08,2019-04-08
1977,2020-01-12,2019-12-08,2019-04-08
1978,2020-01-13,2019-12-08,2019-04-08
1979,2020-01-14,2019-12-08,2019-04-08
1980,2020-01-15,2019-12-08,2019-04-08
1981,2020-01-16,2019-12-08,2019-04-08
1982,2020-01-17,2019-12-08,2019-04-08
1983,2020-01-18,2019-12-08,2019-04-08
1984,2020-01-12,2019-12-08,2019-04-08
1985,2020-01-13,2019-12-08,2019-04-08
1986,2020-01-14,2019-12-08,2019-04-08
1987,2020-01-15,2019-12-08,2019-04-08
1988,2020-01-16,2019-12-08,2019-04-08
1989,2020-01-17,2019-12-08,2019-04-08
1990,2020-01-18,2019-12-08,2019-04-08
1991,2020-01-12,2019-12-08,2019-04-08
1992,2020-01-13,2019-12-08,2019-04-08
1993,2020-01-14,2019-12-08,2019-04-08
1994,2020-01-15,2019-12-08,2019-04-08
1995,2020-01-16,2019-12-08,2019-04-08
1996,2020-01-17,2019-12-08,2019-04-08
1997,2020-01-18,2019-12-08,2019-04-08
1998,2020-01-12,2019-12-08,2019-04-08
1999,2020-01-13,2019-12-08,2019-04-08
2000,2020-01-14,2019-12-08,2019-04-08
2001,2020-01-15,2019-12-08,2019-04-08
2002,2020-01-16,2019-12-08,2019-04-08
2003,2020-01-17,2019-12-08,2019-04-08
2004,2020-01-18,2019-12-08,2019-04-08
2005,2020-01-12,2019-12-08,2019-04-08
2006,2020-01-13,2019-12-08,2019-04-08
2007,2020-01-14,2019-12-08,2019-04-08
2008,2020-01-15,2019-12-08,2019-04-08
2009,2020-01-16,2019-12-08,2019-04-08
2010,2020-01-17,2019-12-08,2019-04-08
2011,2020-01-18,2019-12-08,2019-04-08
2012,2020-01-12,2020-01-11,2019-12-04
2013,2020-01-12,2020-01-11,2020-01-07
2014,2020-01-13,2020-01-10,2019-12-17
2015,2020-01-14,2019-10-29,2019-10-21
2016,2020-01-15,2019-10-29,2019-10-21
2017,2020-01-16,2019-10-29,2019-10-21
2018,2020-01-17,2019-10-29,2019-10-21
2019,2020-01-14,2019-10-29,2019-10-21
2020,2020-01-15,2019-10-29,2019-10-21
2021,2020-01-16,2019-10-29,2019-10-21
2022,2020-01-17,2019-10-29,2019-10-21
2023,2020-01-14,2019-12-19,2019-12-12
2024,2020-01-15,2019-12-19,2019-12-12
2025,2020-01-16,2019-12-19,2019-12-12
2026,2020-01-14,2019-12-19,2019-12-12
2027,2020-01-15,2019-12-19,2019-12-12
2028,2020-01-16,2019-12-19,2019-12-12
2029,2020-01-14,2019-12-19,2019-12-12
2030,2020-01-15,2019-12-19,2019-12-12
2031,2020-01-16,2019-12-19,2019-12-12
2032,2020-01-15,2020-01-05,2019-12-11
2033,2020-01-16,2020-01-05,2019-12-11
2034,2020-01-17,2020-01-05,2019-12-11
2035,2020-01-18,2020-01-05,2019-12-11
2036,2020-01-19,2020-01-05,2019-12-11
2037,2020-01-20,2020-01-05,2019-12-11
2038,2020-01-21,2020-01-05,2019-12-11
2039,2020-01-15,2020-01-12,2020-01-08
2040,2020-01-15,2020-01-15,2020-01-14
2041,2020-01-16,2020-01-16,2020-01-14
2042,2020-01-17,2020-01-17,2020-01-14
2043,2020-01-16,2019-09-16,2019-09-09
2044,2020-01-17,2019-09-16,2019-09-09
2045,2020-01-18,2019-09-16,2019-09-09
2046,2020-01-16,2019-09-16,2019-09-09
2047,2020-01-17,2019-09-16,2019-09-09
2048,2020-01-18,2019-09-16,2019-09-09
2049,2020-01-16,2019-09-16,2019-09-09
2050,2020-01-17,2019-09-16,2019-09-09
2051,2020-01-18,2019-09-16,2019-09-09
2052,2020-01-16,2019-09-16,2019-09-09
2053,2020-01-17,2019-09-16,2019-09-09
2054,2020-01-18,2019-09-16,2019-09-09
2055,2020-01-16,2019-09-16,2019-09-09
2056,2020-01-17,2019-09-16,2019-09-09
2057,2020-01-18,2019-09-16,2019-09-09
2058,2020-01-16,2019-09-16,2019-09-09
2059,2020-01-17,2019-09-16,2019-09-09
2060,2020-01-18,2019-09-16,2019-09-09
2061,2020-01-16,2019-09-16,2019-09-09
2062,2020-01-17,2019-09-16,2019-09-09
2063,2020-01-18,2019-09-16,2019-09-09
2064,2020-01-16,2019-09-16,2019-09-09
2065,2020-01-17,2019-09-16,2019-09-09
2066,2020-01-18,2019-09-16,2019-09-09
2067,2020-01-16,2019-09-16,2019-09-09
2068,2020-01-17,2019-09-16,2019-09-09
2069,2020-01-18,2019-09-16,2019-09-09
2070,2020-01-16,2019-09-16,2019-09-09
2071,2020-01-17,2019-09-16,2019-09-09
2072,2020-01-18,2019-09-16,2019-09-09
2073,2020-01-16,2019-09-16,2019-09-09
2074,2020-01-17,2019-09-16,2019-09-09
2075,2020-01-18,2019-09-16,2019-09-09
2076,2020-01-16,2019-10-29,2019-10-15
2077,2020-01-17,2019-10-29,2019-10-15
2078,2020-01-18,2019-10-29,2019-10-15
2079,2020-01-16,2019-10-29,2019-10-15
2080,2020-01-17,2019-10-29,2019-10-15
2081,2020-01-18,2019-10-29,2019-10-15
2082,2020-01-16,2019-10-29,2019-10-15
2083,2020-01-17,2019-10-29,2019-10-15
2084,2020-01-18,2019-10-29,2019-10-15
2085,2020-01-16,2019-10-29,2019-10-15
2086,2020-01-17,2019-10-29,2019-10-15
2087,2020-01-18,2019-10-29,2019-10-15
2088,2020-01-16,2019-10-29,2019-10-15
2089,2020-01-17,2019-10-29,2019-10-15
2090,2020-01-18,2019-10-29,2019-10-15
2091,2020-01-16,2019-10-31,2019-10-21
2092,2020-01-17,2019-10-31,2019-10-21
2093,2020-01-16,2019-10-31,2019-10-21
2094,2020-01-17,2019-10-31,2019-10-21
2095,2020-01-16,2019-10-31,2019-10-21
2096,2020-01-17,2019-10-31,2019-10-21
2097,2020-01-16,2019-10-31,2019-10-21
2098,2020-01-17,2019-10-31,2019-10-21
2099,2020-01-16,2020-01-13,2019-12-03
2100,2020-01-17,2020-01-13,2019-12-03
2101,2020-01-16,2019-12-08,2019-12-05
2102,2020-01-16,2019-12-08,2019-12-05
2103,2020-01-16,2019-12-08,2019-12-05
2104,2020-01-16,2019-12-08,2019-12-05
2105,2020-01-16,2019-12-08,2019-12-05
2106,2020-01-16,2019-12-08,2019-12-05
2107,2020-01-16,2019-12-08,2019-12-05
2108,2020-01-17,2019-11-12,2019-11-03
2109,2020-01-18,2019-11-12,2019-11-03
2110,2020-01-19,2019-11-12,2019-11-03
2111,2020-01-17,2019-11-12,2019-11-03
2112,2020-01-18,2019-11-12,2019-11-03
2113,2020-01-19,2019-11-12,2019-11-03
2114,2020-01-17,2019-11-12,2019-11-03
2115,2020-01-18,2019-11-12,2019-11-03
2116,2020-01-17,2019-11-12,2019-11-03
2117,2020-01-18,2019-11-12,2019-11-03
2118,2020-01-17,2020-01-12,2019-12-16
2119,2020-01-18,2020-01-12,2019-12-16
2120,2020-01-17,2020-01-07,2019-08-26
2121,2020-01-18,2020-01-07,2019-08-26
2122,2020-01-17,2020-01-12,2019-12-19
2123,2020-01-18,2020-01-12,2019-12-19
2124,2020-01-19,2020-01-12,2019-12-19
2125,2020-01-17,2020-01-12,2019-12-19
2126,2020-01-18,2020-01-12,2019-12-19
2127,2020-01-19,2020-01-12,2019-12-19
2128,2020-01-17,2020-01-13,2020-01-09
2129,2020-01-17,2020-01-13,2020-01-08
2130,2020-01-18,2019-09-04,2019-06-30
2131,2020-01-19,2019-09-04,2019-06-30
2132,2020-01-20,2019-09-04,2019-06-30
2133,2020-01-18,2019-08-13,2019-07-27
2134,2020-01-19,2019-08-13,2019-07-27
2135,2020-01-20,2019-08-13,2019-07-27
2136,2020-01-21,2019-08-13,2019-07-27
2137,2020-01-22,2019-08-13,2019-07-27
2138,2020-01-23,2019-08-13,2019-07-27
2139,2020-01-18,2019-09-21,2019-09-05
2140,2020-01-19,2019-09-21,2019-09-05
2141,2020-01-20,2019-09-21,2019-09-05
2142,2020-01-21,2019-09-21,2019-09-05
2143,2020-01-22,2019-09-21,2019-09-05
2144,2020-01-18,2019-09-21,2019-09-05
2145,2020-01-19,2019-09-21,2019-09-05
2146,2020-01-20,2019-09-21,2019-09-05
2147,2020-01-21,2019-09-21,2019-09-05
2148,2020-01-22,2019-09-21,2019-09-05
2149,2020-01-18,2019-09-21,2019-09-05
2150,2020-01-19,2019-09-21,2019-09-05
2151,2020-01-20,2019-09-21,2019-09-05
2152,2020-01-21,2019-09-21,2019-09-05
2153,2020-01-22,2019-09-21,2019-09-05
2154,2020-01-18,2019-09-21,2019-09-05
2155,2020-01-19,2019-09-21,2019-09-05
2156,2020-01-20,2019-09-21,2019-09-05
2157,2020-01-21,2019-09-21,2019-09-05
2158,2020-01-22,2019-09-21,2019-09-05
2159,2020-01-18,2019-10-13,2019-10-10
2160,2020-01-19,2019-10-13,2019-10-10
2161,2020-01-20,2019-10-13,2019-10-10
2162,2020-01-21,2019-10-13,2019-10-10
2163,2020-01-22,2019-10-13,2019-10-10
2164,2020-01-18,2019-10-13,2019-10-10
2165,2020-01-19,2019-10-13,2019-10-10
2166,2020-01-20,2019-10-13,2019-10-10
2167,2020-01-21,2019-10-13,2019-10-10
2168,2020-01-22,2019-10-13,2019-10-10
2169,2020-01-18,2019-10-16,2019-10-13
2170,2020-01-19,2019-10-16,2019-10-13
2171,2020-01-20,2019-10-16,2019-10-13
2172,2020-01-21,2019-10-16,2019-10-13
2173,2020-01-22,2019-10-16,2019-10-13
2174,2020-01-18,2019-10-16,2019-10-13
2175,2020-01-19,2019-10-16,2019-10-13
2176,2020-01-20,2019-10-16,2019-10-13
2177,2020-01-21,2019-10-16,2019-10-13
2178,2020-01-22,2019-10-16,2019-10-13
2179,2020-01-18,2019-11-02,2019-10-15
2180,2020-01-19,2019-11-02,2019-10-15
2181,2020-01-18,2019-11-02,2019-10-15
2182,2020-01-19,2019-11-02,2019-10-15
2183,2020-01-18,2019-11-02,2019-10-15
2184,2020-01-19,2019-11-02,2019-10-15
2185,2020-01-18,2019-11-02,2019-10-15
2186,2020-01-19,2019-11-02,2019-10-15
2187,2020-01-18,2019-11-02,2019-10-15
2188,2020-01-19,2019-11-02,2019-10-15
2189,2020-01-18,2019-11-02,2019-10-15
2190,2020-01-19,2019-11-02,2019-10-15
2191,2020-01-18,2019-11-02,2019-10-15
2192,2020-01-19,2019-11-02,2019-10-15
2193,2020-01-18,2019-11-02,2019-10-15
2194,2020-01-19,2019-11-02,2019-10-15
2195,2020-01-18,2019-11-02,2019-10-15
2196,2020-01-19,2019-11-02,2019-10-15
2197,2020-01-18,2019-11-02,2019-10-15
2198,2020-01-19,2019-11-02,2019-10-15
2199,2020-01-18,2019-11-02,2019-10-15
2200,2020-01-19,2019-11-02,2019-10-15
2201,2020-01-18,2019-11-02,2019-10-15
2202,2020-01-19,2019-11-02,2019-10-15
2203,2020-01-18,2019-11-02,2019-10-15
2204,2020-01-19,2019-11-02,2019-10-15
2205,2020-01-18,2019-11-02,2019-10-15
2206,2020-01-19,2019-11-02,2019-10-15
2207,2020-01-18,2019-11-02,2019-10-15
2208,2020-01-19,2019-11-02,2019-10-15
2209,2020-01-18,2019-12-02,2019-11-03
2210,2020-01-18,2019-12-02,2019-11-03
2211,2020-01-18,2019-12-02,2019-11-03
2212,2020-01-18,2019-12-02,2019-11-03
2213,2020-01-18,2019-12-02,2019-11-03
2214,2020-01-18,2019-12-02,2019-11-03
2215,2020-01-18,2019-12-31,2019-12-13
2216,2020-01-18,2020-01-17,2019-12-17
2217,2020-01-18,2020-01-11,2020-01-06
2218,2020-01-19,2020-01-11,2020-01-06
2219,2020-01-18,2020-01-15,2019-12-23
2220,2020-01-18,2020-01-15,2019-12-23
2221,2020-01-18,2020-01-15,2019-12-23
2222,2020-01-18,2020-01-15,2019-12-23
2223,2020-01-18,2020-01-15,2019-12-23
2224,2020-01-18,2020-01-13,2019-12-07
2225,2020-01-18,2020-01-18,2020-01-17
2226,2020-01-18,2020-01-18,2020-01-06
2227,2020-01-19,2019-10-19,2019-10-12
2228,2020-01-20,2019-10-19,2019-10-12
2229,2020-01-21,2019-10-19,2019-10-12
2230,2020-01-22,2019-10-19,2019-10-12
2231,2020-01-19,2019-10-19,2019-10-12
2232,2020-01-20,2019-10-19,2019-10-12
2233,2020-01-21,2019-10-19,2019-10-12
2234,2020-01-22,2019-10-19,2019-10-12
2235,2020-01-19,2019-12-16,2019-11-02
2236,2020-01-20,2019-12-16,2019-11-02
2237,2020-01-21,2019-12-16,2019-11-02
2238,2020-01-22,2019-12-16,2019-11-02
2239,2020-01-19,2020-01-05,2019-12-24
2240,2020-01-20,2020-01-13,2019-12-09
2241,2020-01-20,2020-01-13,2019-12-16
2242,2020-01-21,2020-01-13,2019-12-16
2243,2020-01-20,2020-01-16,2020-01-13
2244,2020-01-21,2020-01-16,2020-01-13
2245,2020-01-21,2019-12-19,2019-12-12
2246,2020-01-22,2019-12-19,2019-12-12
2247,2020-01-21,2019-12-19,2019-12-12
2248,2020-01-22,2019-12-19,2019-12-12
2249,2020-01-21,2019-12-19,2019-12-12
2250,2020-01-22,2019-12-19,2019-12-12
2251,2020-01-21,2020-01-16,2020-01-08
2252,2020-01-21,2020-01-20,2020-01-16
2253,2020-01-21,2020-01-21,2020-01-15
2254,2020-01-22,2020-01-14,2020-01-01
2255,2020-01-22,2020-01-17,2019-12-11
2256,2020-01-22,2020-01-17,2019-12-11
2257,2020-01-22,2020-01-21,2020-01-16
2258,2020-01-22,2020-01-21,2019-12-16
2259,2020-01-22,2020-01-22,2020-01-05
2260,2020-01-23,2019-08-26,2019-08-20
2261,2020-01-24,2019-08-26,2019-08-20
2262,2020-01-25,2019-08-26,2019-08-20
2263,2020-01-23,2019-08-26,2019-08-20
2264,2020-01-24,2019-08-26,2019-08-20
2265,2020-01-25,2019-08-26,2019-08-20
2266,2020-01-23,2019-08-26,2019-08-20
2267,2020-01-24,2019-08-26,2019-08-20
2268,2020-01-25,2019-08-26,2019-08-20
2269,2020-01-23,2019-08-26,2019-08-20
2270,2020-01-24,2019-08-26,2019-08-20
2271,2020-01-25,2019-08-26,2019-08-20
2272,2020-01-23,2019-08-26,2019-08-20
2273,2020-01-24,2019-08-26,2019-08-20
2274,2020-01-25,2019-08-26,2019-08-20
2275,2020-01-23,2019-11-28,2019-05-16
2276,2020-01-24,2019-11-28,2019-05-16
2277,2020-01-25,2019-11-28,2019-05-16
2278,2020-01-23,2019-10-15,2019-10-09
2279,2020-01-23,2019-10-15,2019-10-09
2280,2020-01-23,2019-10-15,2019-10-09
2281,2020-01-23,2019-10-15,2019-10-09
2282,2020-01-23,2019-10-15,2019-10-09
2283,2020-01-23,2019-10-15,2019-10-09
2284,2020-01-23,2019-10-15,2019-10-09
2285,2020-01-23,2019-10-15,2019-10-09
2286,2020-01-23,2019-10-27,2019-10-23
2287,2020-01-24,2019-10-27,2019-10-23
2288,2020-01-23,2019-10-27,2019-10-23
2289,2020-01-24,2019-10-27,2019-10-23
2290,2020-01-23,2019-12-17,2019-12-03
2291,2020-01-24,2019-12-17,2019-12-03
2292,2020-01-25,2019-12-17,2019-12-03
2293,2020-01-24,2019-08-06,2018-10-11
2294,2020-01-25,2019-08-06,2018-10-11
2295,2020-01-24,2019-08-06,2018-10-11
2296,2020-01-25,2019-08-06,2018-10-11
2297,2020-01-24,2019-08-06,2018-10-11
2298,2020-01-25,2019-08-06,2018-10-11
2299,2020-01-24,2019-10-24,2019-06-17
2300,2020-01-25,2019-10-24,2019-06-17
2301,2020-01-24,2019-10-24,2019-06-17
2302,2020-01-25,2019-10-24,2019-06-17
2303,2020-01-24,2019-10-24,2019-06-17
2304,2020-01-25,2019-10-24,2019-06-17
2305,2020-01-24,2019-10-24,2019-06-17
2306,2020-01-25,2019-10-24,2019-06-17
2307,2020-01-24,2019-09-08,2019-06-04
2308,2020-01-25,2019-09-08,2019-06-04
2309,2020-01-26,2019-09-08,2019-06-04
2310,2020-01-27,2019-09-08,2019-06-04
2311,2020-01-24,2019-10-25,2019-10-17
2312,2020-01-25,2019-10-25,2019-10-17
2313,2020-01-24,2019-11-27,2019-11-17
2314,2020-01-25,2019-11-27,2019-11-17
2315,2020-01-24,2019-11-27,2019-11-21
2316,2020-01-25,2019-11-27,2019-11-21
2317,2020-01-24,2019-11-27,2019-11-21
2318,2020-01-25,2019-11-27,2019-11-21
2319,2020-01-24,2019-11-27,2019-11-21
2320,2020-01-25,2019-11-27,2019-11-21
2321,2020-01-24,2019-11-27,2019-11-21
2322,2020-01-25,2019-11-27,2019-11-21
2323,2020-01-24,2020-01-19,2019-12-17
2324,2020-01-25,2020-01-19,2019-12-17
2325,2020-01-26,2020-01-19,2019-12-17
2326,2020-01-25,2019-10-20,2019-10-13
2327,2020-01-25,2019-10-20,2019-10-13
2328,2020-01-25,2019-10-20,2019-10-13
2329,2020-01-25,2019-10-27,2019-10-23
2330,2020-01-25,2019-11-20,2019-04-11
2331,2020-01-26,2019-11-20,2019-04-11
2332,2020-01-27,2019-11-20,2019-04-11
2333,2020-01-28,2019-11-20,2019-04-11
2334,2020-01-29,2019-11-20,2019-04-11
2335,2020-01-30,2019-11-20,2019-04-11
2336,2020-01-31,2019-11-20,2019-04-11
2337,2020-01-25,2020-01-13,2020-01-09
2338,2020-01-26,2020-01-13,2020-01-09
2339,2020-01-27,2020-01-13,2020-01-09
2340,2020-01-25,2020-01-21,2019-04-11
2341,2020-01-26,2020-01-21,2019-04-11
2342,2020-01-27,2020-01-21,2019-04-11
2343,2020-01-28,2020-01-21,2019-04-11
2344,2020-01-29,2020-01-21,2019-04-11
2345,2020-01-30,2020-01-21,2019-04-11
2346,2020-01-31,2020-01-21,2019-04-11
2347,2020-01-26,2019-10-31,2019-10-24
2348,2020-01-27,2019-10-31,2019-10-24
2349,2020-01-28,2019-10-31,2019-10-24
2350,2020-01-29,2019-10-31,2019-10-24
2351,2020-01-30,2019-10-31,2019-10-24
2352,2020-01-31,2019-10-31,2019-10-24
2353,2020-01-26,2019-11-20,2019-11-06
2354,2020-01-27,2019-11-20,2019-11-06
2355,2020-01-28,2019-11-20,2019-11-06
2356,2020-01-29,2019-11-20,2019-11-06
2357,2020-01-30,2019-11-20,2019-11-06
2358,2020-01-31,2019-11-20,2019-11-06
2359,2020-01-26,2019-12-12,2019-11-30
2360,2020-01-27,2019-12-12,2019-11-30
2361,2020-01-28,2019-12-12,2019-11-30
2362,2020-01-26,2019-12-25,2019-12-15
2363,2020-01-27,2019-12-25,2019-12-15
2364,2020-01-28,2019-12-25,2019-12-15
2365,2020-01-29,2019-12-25,2019-12-15
2366,2020-01-30,2019-12-25,2019-12-15
2367,2020-01-26,2020-01-25,2019-09-09
2368,2020-01-27,2020-01-25,2019-09-09
2369,2020-01-28,2020-01-25,2019-09-09
